id_habilidad,id_heroe,Héroe,Nombre de Habilidad,Descripción,Imagen
183,32,Wraith King,Mortal Strike,"En inglés: Mortal Strike.  Wraith King inflige pasivamente daño adicional en un ataque con tiempo de recarga.",https://es.dotabuff.com/assets/skills/wraith-king-mortal-strike-5088-34dec6cd564742809aa4f5280b8ee5e5921c69924cc5852fb791bd22f6a7df8f.jpg
184,32,Wraith King,Vampiric Spirit,"En inglés: Vampiric Spirit.  Otorga robo de vida a Wraith King. Cuando muere\, Wraith King se convierte brevemente en un Espectro que se mueve libre de obstáculos con ataque y velocidad de movimiento adicionales\, y que retrasa su muerte.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
185,32,Wraith King,Reincarnation,"En inglés: Reincarnation.  La forma de Wraith King se regenera tras su muerte\, haciendo que resucite al morir en combate. Al morir\, las unidades enemigas en un radio de 900 quedan ralentizadas. Se puede autolanzar sobre Wraith King para que muera inmediatamente.",https://es.dotabuff.com/assets/skills/wraith-king-reincarnation-5089-4206b2ef2dde93f14327f94d961f8742c40e31979b76c04f5259dce599e4b05d.jpg
186,33,Anti Mage,Mana Break,"En inglés: Mana Break.  Quema el maná de un oponente con cada ataque e inflige daño igual a un porcentaje del maná quemado.",https://es.dotabuff.com/assets/skills/anti-mage-mana-break-5003-e2b983b2a4dafdb832dec0306b87889b5d3cffd990d18e5765a8134739494f20.jpg
187,33,Anti Mage,Blink,"En inglés: Blink.  Teletransporte a corta distancia que le permite a Anti-Mage entrar y salir del combate.",https://es.dotabuff.com/assets/skills/anti-mage-blink-5004-745b6c2d072a9fb56014d744b5056380822033780791466b70503e24d34df56c.jpg
188,33,Anti Mage,Counterspell,"En inglés: Counterspell.  Otorga resistencia a la magia pasivamente. Contrahechizo puede activarse para crear un caparazón antimagia alrededor de Anti-Mage que bloquea y refleja los hechizos que lo tengan como objetivo.",https://es.dotabuff.com/assets/skills/anti-mage-counterspell-7314-c2c625443923234101c214a38aa8522f26325a25565a0a32cb395bbbe1b6bc68.jpg
189,33,Anti Mage,Counterspell Ally,"En inglés: Counterspell Ally.  Contrahechizo Aliado se puede activar para crear un caparazón antimagia sobre un héroe aliado que bloquea y refleja los hechizos que lo tengan como objetivo. Cada vez que se bloquea un hechizo con Contrahechizo o con Contrahechizo Aliado\, se crea una ilusión de Anti-Mage junto al enemigo.",https://es.dotabuff.com/assets/skills/anti-mage-counterspell-ally-1143-c2c625443923234101c214a38aa8522f26325a25565a0a32cb395bbbe1b6bc68.jpg
190,33,Anti Mage,Persecutor,"En inglés: Persecutor.  Los ataques ralentizan a los enemigos según la cantidad de maná que les falte. La ralentización mínima es a un 50 % de maná\, y la máxima a un 0 %. No tiene efecto si el maná del enemigo es superior al 50 %.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
191,33,Anti Mage,Mana Void,"En inglés: Mana Void.  Inflige daño a la unidad objetivo y a los enemigos que la rodean por cada punto de maná que le falte a esta. El objetivo principal también queda miniaturdido.",https://es.dotabuff.com/assets/skills/anti-mage-mana-void-5006-9c6561777fe749c8b52abd57004fcdb15a669fa418b0bda3d69225c762c1194d.jpg
192,34,Arc Warden,Flux,"En inglés: Flux.  Infunde energía turbulenta y volátil a un enemigo solitario\, infligiendo daño con el tiempo y ralentizando al objetivo. El daño no se aplica si otra unidad enemiga se encuentra cerca del objetivo.",https://es.dotabuff.com/assets/skills/arc-warden-flux-5677-1e7c240f619d743a420e8e6400b11433e0c3961ee7b85dda84a38a1478fffe98.jpg
193,34,Arc Warden,Magnetic Field,"En inglés: Magnetic Field.  Arc Warden genera un campo de distorsión circular de energía magnética que otorga velocidad de ataque adicional y protege a las unidades aliadas que se encuentran en su interior evadiendo los ataques que provienen de fuera del campo.",https://es.dotabuff.com/assets/skills/arc-warden-magnetic-field-5678-5e1f747c0cdb121ecc3bb6ae4ae58bc765a44805cec2dfcd53e867f3a3d81da2.jpg
194,34,Arc Warden,Spark Wraith,"En inglés: Spark Wraith.  Invoca un Espectro Centelleante que se materializa lentamente y merodea el área objetivo hasta que un enemigo se encuentre a su alcance. Una vez encontrado un objetivo\, el espectro se fusiona con él\, infligiendo daño mágico y ralentizando a la unidad.",https://es.dotabuff.com/assets/skills/arc-warden-spark-wraith-5679-278c0ac605e5a3a213ffbf4cd7d85bf4fe5d31ed85cc934a04a0a9ce93b9ab27.jpg
195,34,Arc Warden,Runic Infusion,"En inglés: Runic Infusion.  Al activar cualquier runa\, recibe el efecto positivo de la Runa de Regeneración durante 4 s.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
196,34,Arc Warden,Tempest Double,"En inglés: Tempest Double.  Reenfocando brevemente sus elementos fracturados en una única forma\, Arc Warden crea un duplicado eléctrico suyo perfecto. El Duplicado de la Tempestad puede usar los objetos actuales y versiones especiales de los hechizos de Arc Warden\, excepto la mayoría de consumibles y objetos que se caen al morir. El duplicado tiene tiempos de recarga independientes para sus objetos y habilidades.  El Duplicado de la Tempestad pierde el sentido de sí mismo y se fractura a medida que pasa el tiempo\, haciéndose más lento y menos preciso.",https://es.dotabuff.com/assets/skills/arc-warden-tempest-double-5683-950fe336a6d91d90ca0c23ba456142a19918167fee4871dcc4695a1b22969112.jpg
197,35,Bloodseeker,Bloodrage,"En inglés: Bloodrage.  Conduce a Bloodseeker a una furia sanguinaria que le hace atacar más rápido e infligir más daño por hechizos a costa de un porcentaje de su vida por segundo. Proporciona la mitad de la velocidad de ataque a los héroes aliados.",https://es.dotabuff.com/assets/skills/bloodseeker-bloodrage-5015-0f43b960ec01ce683e7a6606e84494fda34ab3b772ad9912824d85e6ff8ad8e4.jpg
198,35,Bloodseeker,Blood Rite,"En inglés: Blood Rite.  Bloodseeker consagra un área con sangre sagrada. Tras 2.9 s\, el ritual se completa\, dañando y silenciado a los enemigos atrapados en la zona.",https://es.dotabuff.com/assets/skills/bloodseeker-blood-rite-5016-5a7a289d9e92f7e8c86fd6f795b61e51ef77c81162275522eaf19a3d9e495a67.jpg
199,35,Bloodseeker,Thirst,"En inglés: Thirst.  Las heridas de sus enemigos hacen más fuerte a Bloodseeker\, que obtiene velocidad de movimiento adicional cuando la vida de un héroe enemigo cae por debajo del 100 %. La bonificación aumenta a medida que disminuye la vida del enemigo. Si esta baja del 25 %\, Bloodseeker también obtendrá visión y Visión Verdadera de ese héroe. Las bonificaciones se acumulan por héroe. Desbloquea la máxima velocidad de movimiento para Bloodseeker.",https://es.dotabuff.com/assets/skills/bloodseeker-thirst-5017-9787fc3fe027b3eb90d6f749b0c72ca3c613106856f7b9608b8208cf0dd7bc45.jpg
200,35,Bloodseeker,Sanguivore,"En inglés: Sanguivore.  Cuando mata a una unidad\, Bloodseeker recupera algo de vida: el equivalente a un 1.5 % de la vida máxima de la unidad por cada nivel de Bloodseeker más una cifra base de 25.  Recupera la mitad de los valores si un aliado mata a un héroe enemigo cercano.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
201,35,Bloodseeker,Rupture,"En inglés: Rupture.  Rasga la piel de una unidad enemiga\, infligiendo daño inicial basado en su vida actual. Si la unidad se mueve\, esta recibe daño basado en la distancia recorrida.",https://es.dotabuff.com/assets/skills/bloodseeker-rupture-5018-55ca32bae42e0b7b4ddda92dae04d5d77e9c11920f2529a8fefbada0f11758ad.jpg
202,36,Bounty Hunter,Shuriken Toss,"En inglés: Shuriken Toss.  Lanza un shuriken mortal a una unidad enemiga. Inflige daño y reduce la velocidad de movimiento del objetivo un 100 % durante 0.35 s. El shuriken rebota sobre las unidades rastreadas que se encuentren en un radio de 1200 unidades entre sí.",https://es.dotabuff.com/assets/skills/bounty-hunter-shuriken-toss-1314-822e882121f54683667e0dfca237843332c5f9191682b2c87feaf7c045a7e404.jpg
203,36,Bounty Hunter,Jinada,"En inglés: Jinada.  Bounty Hunter planea su siguiente golpe\, infligiendo daño adicional y robando oro no seguro.",https://es.dotabuff.com/assets/skills/bounty-hunter-jinada-5286-b8fcc207c585debbe911f71e730f01745e8d7d5bc80c62f7384080ae69a6c35c.jpg
204,36,Bounty Hunter,Shadow Walk,"En inglés: Shadow Walk.  Bounty Hunter se vuelve invisible y obtiene la habilidad de moverse a través de otras unidades hasta que ataque o use una habilidad. Si rompe la invisibilidad atacando\, ese ataque aturdirá al objetivo durante un breve período de tiempo.",https://es.dotabuff.com/assets/skills/bounty-hunter-shadow-walk-5287-6161493ee54e40a015df50fba3c5385d49fa40fd7552931f16c20a9b353a4683.jpg
205,36,Bounty Hunter,Friendly Shadow,"En inglés: Friendly Shadow.  Aplica Movimiento Sombrío y todas sus bonificaciones al aliado objetivo. El tiempo de desvanecimiento en aliados es de 1 s. No interrumpe la invisibilidad de Bounty Hunter cuando se lanza.",https://es.dotabuff.com/assets/skills/bounty-hunter-friendly-shadow-1136-6161493ee54e40a015df50fba3c5385d49fa40fd7552931f16c20a9b353a4683.jpg
206,36,Bounty Hunter,Big Game Hunter,"En inglés: Big Game Hunter.  Al matar o ayudar a matar a un enemigo que ha conseguido una racha de víctimas\, Bounty Hunter recibe un 20 % más de oro.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
207,36,Bounty Hunter,Track,"En inglés: Track.  Rastrea un héroe enemigo\, dando Visión Verdadera del objetivo\, aumentando el daño que recibe y mostrando información de cuánto oro lleva. Bounty Hunter se mueve más rápido si está cerca del objetivo rastreado. Si el objetivo muere\, Bounty Hunter y los héroes cercanos obtienen una recompensa adicional de oro. Lanzar Rastrear no cancela tu invisibilidad.",https://es.dotabuff.com/assets/skills/bounty-hunter-track-5288-4abae51defbcc8c6c0ecbd03dd4c20c1657d1c8711b84ff2e2ec9c8cf218d6f6.jpg
208,37,Clinkz,Strafe,"En inglés: Strafe.  Clinkz obtiene velocidad de ataque y tiene alcance de ataque adicional. Cualquier esqueleto arquero en un radio de 1200 respecto a Clinkz también obtiene alcance de ataque adicional y un 60 % de la bonificación de velocidad de ataque.  Lanzar Andanada no interrumpe la invisibilidad de Movimiento Esquelético.",https://es.dotabuff.com/assets/skills/clinkz-strafe-1120-64ff8ab80683264bef1fce8d896f5e2252dd514a642a98d5a82cd7d4c9ac0570.jpg
209,37,Clinkz,Tar Bomb,"En inglés: Tar Bomb.  Clinkz lanza un proyectil lleno de alquitrán al enemigo objetivo y le inflige daño mágico al impactar. Después del impacto\, el alquitrán se desparrama por el suelo y permanece allí 5 s. Cualquier enemigo que pase por encima se ve ralentizado y los ataques de Clinkz o sus esqueletos arqueros le infligen daño físico adicional.  Después del impacto de Bomba de Alquitrán\, cualquier esqueleto arquero dentro del alcance de ataque ataca al objetivo. Si está activado el lanzamiento automático\, Clinkz lanzará una bomba de alquitrán al atacar al objetivo\, si está disponible.",https://es.dotabuff.com/assets/skills/clinkz-tar-bomb-1119-8740786ac4eed659bfed79a3a49203ed172e017f9edf3ad70d2f9da6dd4a185d.jpg
210,37,Clinkz,Death Pact,"En inglés: Death Pact.  Clinkz consume al creep objetivo enemigo o al esqueleto arquero aliado y crea un esqueleto arquero en su lugar\, sanando y obteniendo vida máxima. No saca a Clinkz de Movimiento Esquelético.  Solo se puede invocar a un arquero de Pacto Mortal a la vez.",https://es.dotabuff.com/assets/skills/clinkz-death-pact-5262-8f5a862e02ac3347a59975ac3b593c170c24a3dedbfc80983159826182cd12de.jpg
211,37,Clinkz,Burning Barrage,"En inglés: Burning Barrage.  CANALIZADA: Clinkz canaliza y dispara varias flechas perforantes en la dirección objetivo que alcanzan a todas las unidades enemigas\, les infligen un porcentaje del daño de ataque de Clinkz\, les aplican modificadores de ataque y rocían a los enemigos con la ralentización de Bomba de Alquitrán.",https://es.dotabuff.com/assets/skills/clinkz-burning-barrage-5259-bc82c8ded2b6ec6d5a929893664607c7a1c9f40e7a6b7901b5a4b58ae6a439b0.jpg
212,37,Clinkz,Burning Army,"En inglés: Burning Army.  Invoca una fila de esqueletos arqueros en llamas en la ubicación objetivo.",https://es.dotabuff.com/assets/skills/clinkz-burning-army-7319-25256988916234bda79804bbdc0902d5b3585c8e4fc54f47daf460f907fb6377.jpg
213,37,Clinkz,Skeleton Walk,"En inglés: Skeleton Walk.  Clinkz se mueve invisible a través de las unidades hasta que ataca o usa objetos. Al salir de Movimiento Esquelético crea esqueletos arqueros.",https://es.dotabuff.com/assets/skills/clinkz-skeleton-walk-5261-83c140b4bb6bc58bf0020741c1a5a51ab90e3614a38c5141a7d89e9d67f15174.jpg
214,37,Clinkz,Bone and Arrow,"En inglés: Bone and Arrow.  Clinkz invoca a un esqueleto arquero cuando muere. Los esqueletos arqueros no pueden moverse y mueren con varios ataques de un héroe. Los esqueletos arqueros infligen un porcentaje del daño de Clinkz pero hacen menos daño a las estructuras. Su alcance de ataque es igual al de Clinkz.  Otras habilidades de Clinkz también pueden invocar esqueletos arqueros.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
215,38,Drow Ranger,Frost Arrows,"En inglés: Frost Arrows.  Añade un efecto congelante a los ataques de Drow Ranger que ralentiza el movimiento de los enemigos e inflige daño adicional. La ralentización dura 1.5 s.",https://es.dotabuff.com/assets/skills/drow-ranger-frost-arrows-5019-82e814a36f6d02954839dfe9177a1f7e4265ed05c98b6dea0f78d33dfcc4c300.jpg
216,38,Drow Ranger,Gust,"En inglés: Gust.  Libera una onda que silencia\, hace retroceder y revela a las unidades enemigas invisibles. La distancia de retroceso es proporcional a cuán cerca estén de Drow.",https://es.dotabuff.com/assets/skills/drow-ranger-gust-5632-f3f74ece6c98fa2310d181352e2b9dd4c0887df63ebc6ca392d81eef579b8c3a.jpg
217,38,Drow Ranger,Multishot,"En inglés: Multishot.  CANALIZADA: Drow lanza una ráfaga de flechas en salvas continuas\, alcanzando a los enemigos con daño adicional y aplicando Flechas Gélidas. Dura hasta 1.75 s.",https://es.dotabuff.com/assets/skills/drow-ranger-multishot-343-9f0b7e31d83b32f2ccc9afccfac68c1d4994d06a9482137effeb6c3623912daf.jpg
218,38,Drow Ranger,Glacier,"En inglés: Glacier.  Drow Ranger crea una colina de hielo bajo sus pies. Mientras permanecen en ella\, los atacantes obtienen alcance de ataque adicional y las ventajas del terreno elevado: no pueden fallar y obtienen visión aérea. Además\, Drow Ranger obtendrá flechas de Multidisparo adicionales por oleada mientras se encuentre en la colina. La parte delantera de la colina oscurece la visión y solo Drow Ranger puede atravesarla. No interrumpe Multidisparo cuando se lanza.",https://es.dotabuff.com/assets/skills/drow-ranger-glacier-1121-5f4c164ca7410ff0afca9b26cbc96d7a28781688298648382935aa8f9db69883.jpg
219,38,Drow Ranger,Precision Aura,"Otorga a Drow agilidad adicional en función de la agilidad y el nivel actuales de Drow. Los héroes a distancia cercanos reciben el 50 % de la agilidad adicional.",https://es.dotabuff.com/assets/skills/drow-ranger-precision-aura-1205-03a8f5108d7987f7822c1ce5267737b772f656e3a9bd64a3fd5dbdf9a238f463.jpg
220,38,Drow Ranger,Marksmanship,"En inglés: Marksmanship.  La experiencia en batalla de Drow le da una probabilidad de lanzar flechas con una precisión y efectividad increíbles. Atraviesa las defensas del enemigo ignorando su armadura base. Esta habilidad se desactiva si hay un héroe enemigo dentro de un alcance de 400.",https://es.dotabuff.com/assets/skills/drow-ranger-marksmanship-5022-8dfe6da1419b939e7f19c51c022796086dbea4d60a2ce532b76d3761fa8f5c0f.jpg
221,39,Ember Spirit,Searing Chains,"En inglés: Searing Chains.  Ember Spirit lanza boleadoras en llamas que se enrollan alrededor de los enemigos cercanos\, los fijan al suelo y les infligen daño cada segundo.",https://es.dotabuff.com/assets/skills/ember-spirit-searing-chains-5603-da861a6c5a23efbdf8c75717136cdef6ecda3ccbf1c04b5b49d6086a7b2e0e9b.jpg
222,39,Ember Spirit,Sleight of Fist,"En inglés: Sleight of Fist.  Ember Spirit se desplaza a una velocidad fulgurante y ataca a todos los enemigos que se encuentren en el área de efecto objetivo; luego regresa a su ubicación inicial. Inflige daño adicional a los héroes.",https://es.dotabuff.com/assets/skills/ember-spirit-sleight-of-fist-5604-01149759383b5bb47659669a76ac2acc0d3ccf4767a2be29e6ca914ebaae667c.jpg
223,39,Ember Spirit,Flame Guard,"En inglés: Flame Guard.  Ember Spirit se rodea con un gran anillo de fuego que consume el daño mágico\, absorbiendo un porcentaje del daño recibido. Protección Flamígera inflige daño por segundo en un área alrededor de Ember Spirit mientras está activa. Si se rompe el escudo\, también se pierde el daño.",https://es.dotabuff.com/assets/skills/ember-spirit-flame-guard-5605-9016a09c8acf5fe1360922bd22142b7b445e303c59697658d26f1b62e4375120.jpg
224,39,Ember Spirit,Activate Fire Remnant,"En inglés: Activate Fire Remnant.  Selecciona el Remanente de Fuego al que llegar.",https://es.dotabuff.com/assets/skills/ember-spirit-activate-fire-remnant-5607-b99122487ed68fab90931be834db53de4666ca1eace2e0f90b9bd297529d4985.jpg
225,39,Ember Spirit,Immolation,"En inglés: Immolation.  Ember Spirit arde continuamente e inflige daño por segundo a todos los enemigos cercanos en todo momento.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
226,39,Ember Spirit,Fire Remnant,"En inglés: Fire Remnant.  Envía un Remanente de Fuego a la ubicación objetivo a un 250 % de la velocidad de Ember Spirit. Al usar Activar Remanente de Fuego\, Ember Spirit irá corriendo a todos los Remanentes de Fuego activos\, destruyéndolos\, infligiendo daño en un área y después dirigiéndose al Remanente más cercano. Ember Spirit terminará en el Remanente que esté más cerca de la ubicación seleccionada.",https://es.dotabuff.com/assets/skills/ember-spirit-fire-remnant-5606-a75d2891a0e1637517b7666cd3eb2f277349338fa734c490cb32c1e3ca91fd2a.jpg
227,40,Faceless Void,Time Walk,"En inglés: Time Walk.  Corre al lugar objetivo al mismo tiempo que deshace todo el daño recibido en los últimos 2 s.",https://es.dotabuff.com/assets/skills/faceless-void-time-walk-5182-8bcd769bb648a61780f0204ce736a7e1fa91fb0da2c54f152b524c3638673724.jpg
228,40,Faceless Void,Time Dilation,"En inglés: Time Dilation.  Faceless Void atrapa a todos los enemigos cercanos en un campo de dilatación temporal durante 8 / 9 / 10 / 11 s\, extendiendo sus tiempos de recarga y ralentizando su velocidad de movimiento y ataque un 7 / 8 / 9 / 10 % por cada tiempo de recarga extendido. Inflige daño adicional por segundo por cada tiempo de recarga.",https://es.dotabuff.com/assets/skills/faceless-void-time-dilation-5691-73d56d7e430ac4b1c0cafa23645862457b514a8c601cf686fd4eba216763aa0f.jpg
229,40,Faceless Void,Time Lock,"En inglés: Time Lock.  Añade una probabilidad de que tus ataques congelen a una unidad enemiga en el tiempo\, atacándola una segunda vez.",https://es.dotabuff.com/assets/skills/faceless-void-time-lock-5184-d09881c960d304df94110b343108c31a36da77adad36c94049a3c065da400146.jpg
230,40,Faceless Void,Reverse Time Walk,"En inglés: Reverse Time Walk.  Está disponible durante 1\,5 segundos tras aterrizar con Salto Temporal. Si se usa en dicho momento\, regresarás atrás en el tiempo hasta la ubicación de lanzamiento previa. No afecta a la vida y el Cetro de Aghanim no tiene ningún efecto sobre esta habilidad.",https://es.dotabuff.com/assets/skills/faceless-void-reverse-time-walk-8030-e8537023f36ab27ea002f2295fecb2685bef66c10cba4206a8073eb92aa0df9f.jpg
231,40,Faceless Void,Distortion Field,"En inglés: Distortion Field.  Los proyectiles de ataque enemigos que se encuentren dentro de un radio de 600 se ralentizan un 35 / 40 / 45 / 50 %.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
232,40,Faceless Void,Chronosphere,"En inglés: Cronosphere.  Crea una burbuja en el espacio-tiempo\, atrapando a todas las unidades bajo su influencia y haciendo que te muevas muy rápido dentro de ella. Solo Faceless Void es inmune y las unidades que él controla no se ven afectadas. Las unidades invisibles dentro de la esfera serán reveladas.",https://es.dotabuff.com/assets/skills/faceless-void-chronosphere-5185-730d361fad9eb2706faa08bcbb3cfab65b8649afb3c65df92ad7913e0f4c9848.jpg
233,40,Faceless Void,Time Zone,"En inglés: Time Zone.  Crea una burbuja en el espacio-tiempo que altera la velocidad de movimiento\, lanzamiento\, proyectil\, tiempo de recarga y giro de todas las unidades en su interior. Los aliados tienen velocidad aumentada y aceleración del tiempo de recarga. Los enemigos quedan encadenados\, se reduce su velocidad y se congela el tiempo de recarga de sus habilidades y objetos. Al permanecer dentro\, la cuenta atrás de Dilatación del Tiempo no avanza.",https://es.dotabuff.com/assets/skills/faceless-void-time-zone-1281-967d518d725db3659ad3d2b12b3bebf4d81352901b257516d876b7912fa06681.jpg
234,41,Gyrocopter,Rocket Barrage,"En inglés: Rocket Barrage.  Lanza una salva de cohetes a las unidades enemigas cercanas en un radio alrededor de Gyrocopter. Dura 3 s.",https://es.dotabuff.com/assets/skills/gyrocopter-rocket-barrage-5361-139ec935171869575d7df5a1c515b24b622440d2124e5c3bd0c41902f0cf0173.jpg
235,41,Gyrocopter,Homing Missile,"En inglés: Homing Missile.  Dispara un misil buscador que persigue a la unidad enemiga objetivo. El misil gana velocidad con el tiempo\, infligiendo daño y aturdiendo al objetivo al impactar. Las unidades enemigas pueden destruir el misil antes de que alcance su objetivo.",https://es.dotabuff.com/assets/skills/gyrocopter-homing-missile-5362-96a6e6c192b9bd9b796857a289f4d45436278fe56f07ad795efd6cdcd3267878.jpg
236,41,Gyrocopter,Flak Cannon,"En inglés: Flak Cannon.  Los ataques de Gyrocopter impactan en todos los enemigos en un área a su alrededor durante un número determinado de ataques. Solo el objetivo principal de los ataques recibirá bonificaciones de ataque como Impacto Crítico. Dura 12 s o hasta que se usen todos los ataques.",https://es.dotabuff.com/assets/skills/gyrocopter-flak-cannon-5363-52199070973930027c09b5ae10b0b91f0881e5cd3058e7f0844b654847efab5b.jpg
237,41,Gyrocopter,Chop Shop,"En inglés: Chop Shop.  Gyrocopter puede desmontar la mayoría de los objetos.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
238,41,Gyrocopter,Call Down,"En inglés: Call Down.  Lanza 3 ataques con misiles aéreos que ralentizan y dañan a las unidades enemigas en el área objetivo. Cada ataque se hace a 500 de distancia del anterior.",https://es.dotabuff.com/assets/skills/gyrocopter-call-down-5364-eb81ab67b24c3f5471e89357030b15639bf65d4cad2714a7bdd199c3b9acd5bf.jpg
239,42,Hoodwink,Acorn Shot,"En inglés: Acorn Shot.  Dispara una bellota a la unidad objetivo. La bellota rebota en los objetivos cercanos\, ralentizándolos e infligiéndoles un porcentaje del ataque de Hoodwink como daño adicional. Si se dispara al suelo\, se creará un árbol en el punto indicado y la bellota rebotará en los objetivos cercanos. La habilidad se puede poner en lanzamiento alternativo para forzar este comportamiento.",https://es.dotabuff.com/assets/skills/hoodwink-acorn-shot-8429-6fab2dfbd476dc00a0fcedcb6cb62fed4f63f5691778a6e2fbd2afd9f3a66987.jpg
240,42,Hoodwink,Bushwhack,"En inglés: Bushwhack.  Lanza una red trampa que aturde a los enemigos si están cerca de un árbol en el área. Los enemigos reciben daño con el tiempo y son arrastrados hacia el árbol más cercano dentro del área objetivo\, y su visión se reduce a 0 durante el aturdimiento.",https://es.dotabuff.com/assets/skills/hoodwink-bushwhack-8158-002de15de8480775211dc18277741056d659479f7d1291cbf1621dcb20cba0d3.jpg
241,42,Hoodwink,Scurry,"En inglés: Scurry.  Hoodwink obtiene velocidad de movimiento adicional\, movimiento en fase y la capacidad de caminar entre los árboles durante un breve período de tiempo. Todas las fuentes de evasión se duplican mientras dura la habilidad.",https://es.dotabuff.com/assets/skills/hoodwink-scurry-9501-124e965bf7c1f77d0fbf9b9d9178745bbd3f6fc6b05e136b4c3f10d245eb3077.jpg
242,42,Hoodwink,Decoy,"En inglés: Decoy.  Hoodwink se vuelve invisible\, aumentando su velocidad de movimiento\, y crea una ilusión señuelo que empieza a apuntar con un Tirador Certero de daño reducido al héroe enemigo más cercano. Al ser alcanzada o atacada por una habilidad de objetivo\, la ilusión se destruye y lanza una leve Emboscada al enemigo.",https://es.dotabuff.com/assets/skills/hoodwink-decoy-8107-dad245a5ebbce1bd2e9865419cf8d09b017df163c3ad37fb7ce22eed62b45bc0.jpg
243,42,Hoodwink,Hunter's Boomerang,"En inglés: Hunter's Boomerang.  Lanza en arco un bumerán. Al impactar\, regresará a Hoodwink. El bumerán infligirá daño a medida que atraviese o impacte sobre sus enemigos\, y aplicará un efecto negativo que ralentizará a los enemigos y hará que sean más vulnerables al daño por hechizos.",https://es.dotabuff.com/assets/skills/hoodwink-hunters-boomerang-1422-621a82d67d111e165f1c71e4b5181c09e69c260ac58b14465b5d4ed4ada7c1b5.jpg
244,42,Hoodwink,Mistwoods Wayfarer,"En inglés: Mistwoods Wayfarer.  Hoodwink tiene una probabilidad de redirigir los ataques enemigos hacia un árbol cercano.",https://es.dotabuff.com/assets/skills/default-5a612c460046882c6741f2fd3db0f48ae721d557d613f3dc4db7262a1bd5864a.jpg
245,42,Hoodwink,Sharpshooter,"En inglés: Sharpshooter.  Hoodwink carga y dispara un rayo mortal con su ballesta\, lo que inflige mucho daño\, aplica Ruptura y ralentiza a un héroe enemigo. El daño y la duración de los efectos negativos aumentan hasta el máximo con el tiempo tras 3 s\, y el rayo se dispara automáticamente tras 5 s. El retroceso del disparo empuja a Hoodwink hacia atrás a una distancia de 350. Los creeps alcanzados por el rayo reciben la mitad de daño.",https://es.dotabuff.com/assets/skills/hoodwink-sharpshooter-8106-194f9accfe8925021d1885c80a49d29390d6ad5acd401301ec3952a81e090b0a.jpg
246,42,Hoodwink,End Sharpshooter,"En inglés: End Sharpshooter.  Libera el disparo cargado y se recupera la capacidad de moverse y atacar.",https://es.dotabuff.com/assets/skills/hoodwink-end-sharpshooter-8159-3db7177e3db99e80785f7adfb341369651a060513705daa2347122315a97da33.jpg
247,43,Juggernaut,Blade Fury,"En inglés: Blade Fury.  Provoca un torbellino de fuerza destructiva alrededor de Juggernaut que lo hace inmune a los efectos negativos\, aumentando su resistencia a la magia un 80 % y que inflige daño a las unidades enemigas cercanas. Juggernaut inflige daño en un intervalo igual a 2 veces su velocidad de ataque. Aplica una disipación fuerte cuando termina de girar.",https://es.dotabuff.com/assets/skills/juggernaut-blade-fury-5028-5c2204db4e31233f0d1cf2b4bda963e4e083fa21bd778e2c9160d8d5f9d17d9a.jpg
248,43,Juggernaut,Healing Ward,"En inglés: Healing Ward.  Invoca un Guardián Sanador que cura a todas las unidades aliadas cercanas\, según su vida máxima. El Guardián Sanador puede moverse con una velocidad de 325 tras haber sido invocado. Dura 25 s.",https://es.dotabuff.com/assets/skills/juggernaut-healing-ward-5029-3c0a58c3a7b8bfc7d84df4952c496137f216d6a3e9ca0692878f64f4e699c0cb.jpg
249,43,Juggernaut,Blade Dance,"En inglés: Blade Dance.  Otorga a Juggernaut una probabilidad de infligir daño crítico con cada ataque.",https://es.dotabuff.com/assets/skills/juggernaut-blade-dance-5027-e10c12616b5f3ecae81439feb0cc7f52654de6215a21d950dc1a0c9d8a41cab3.jpg
250,43,Juggernaut,Swiftslash,"En inglés: Swiftslash.  Realiza un breve Omnicorte durante 1 s.",https://es.dotabuff.com/assets/skills/juggernaut-swiftslash-419-4a7988414344e3edfa66ff2f61585423d2e34fc31815e7d0922b5a40b73e0407.jpg
